filename,N/S
images\augmented\88_2_flip4.jpg,0
images\augmented\88_2_gray.jpg,0
images\augmented\88_2_original.jpg,0
images\augmented\88_2_sobel.jpg,0
images\augmented\88_3_flip.jpg,0
images\augmented\88_3_flip3.jpg,0
images\augmented\88_3_flip4.jpg,0
images\augmented\88_3_gray.jpg,0
images\augmented\88_3_original.jpg,0
images\augmented\88_3_sobel.jpg,0
images\augmented\88_4_flip.jpg,0
images\augmented\88_4_flip3.jpg,0
images\augmented\88_4_flip4.jpg,0
images\augmented\88_4_gray.jpg,0
images\augmented\88_4_original.jpg,0
images\augmented\88_4_sobel.jpg,0
images\augmented\89_1_flip.jpg,0
images\augmented\89_1_flip3.jpg,0
images\augmented\89_1_flip4.jpg,0
images\augmented\89_1_gray.jpg,0
images\augmented\89_1_original.jpg,0
images\augmented\89_1_sobel.jpg,0
images\augmented\89_2_flip.jpg,0
images\augmented\89_2_flip3.jpg,0
images\augmented\89_2_flip4.jpg,0
images\augmented\89_2_gray.jpg,0
images\augmented\89_2_original.jpg,0
images\augmented\89_2_sobel.jpg,0
images\augmented\89_3_flip.jpg,0
images\augmented\89_3_flip3.jpg,0
images\augmented\89_3_flip4.jpg,0
images\augmented\89_3_gray.jpg,0
images\augmented\89_3_original.jpg,0
images\augmented\89_3_sobel.jpg,0
images\augmented\89_4_flip.jpg,0
images\augmented\89_4_flip3.jpg,0
images\augmented\89_4_flip4.jpg,0
images\augmented\89_4_gray.jpg,0
images\augmented\89_4_original.jpg,0
images\augmented\89_4_sobel.jpg,0
images\augmented\89_6_flip.jpg,0
images\augmented\89_6_flip3.jpg,0
images\augmented\89_6_flip4.jpg,0
images\augmented\89_6_gray.jpg,0
images\augmented\89_6_original.jpg,0
images\augmented\89_6_sobel.jpg,0
images\augmented\91_1_flip.jpg,0
images\augmented\91_1_flip3.jpg,0
images\augmented\91_1_flip4.jpg,0
images\augmented\91_1_gray.jpg,0
images\augmented\91_1_original.jpg,0
images\augmented\91_1_sobel.jpg,0
images\augmented\91_2_flip.jpg,0
images\augmented\91_2_flip3.jpg,0
images\augmented\91_2_flip4.jpg,0
images\augmented\91_2_gray.jpg,0
images\augmented\91_2_original.jpg,0
images\augmented\91_2_sobel.jpg,0
images\augmented\91_4_flip.jpg,0
images\augmented\91_4_flip3.jpg,0
images\augmented\91_4_flip4.jpg,0
images\augmented\91_4_gray.jpg,0
images\augmented\91_4_original.jpg,0
images\augmented\91_4_sobel.jpg,0
images\augmented\91_5_flip.jpg,0
images\augmented\91_5_flip3.jpg,0
images\augmented\91_5_flip4.jpg,0
images\augmented\91_5_gray.jpg,0
images\augmented\91_5_original.jpg,0
images\augmented\91_5_sobel.jpg,0
images\augmented\91_7_flip.jpg,0
images\augmented\91_7_flip3.jpg,0
images\augmented\91_7_flip4.jpg,0
images\augmented\91_7_gray.jpg,0
images\augmented\91_7_original.jpg,0
images\augmented\91_7_sobel.jpg,0
images\augmented\91_8_flip.jpg,0
images\augmented\91_8_flip3.jpg,0
images\augmented\91_8_flip4.jpg,0
images\augmented\91_8_gray.jpg,0
images\augmented\91_8_original.jpg,0
images\augmented\91_8_sobel.jpg,0
images\augmented\92_1_flip.jpg,0
images\augmented\92_1_flip3.jpg,0
images\augmented\92_1_flip4.jpg,0
images\augmented\92_1_gray.jpg,0
images\augmented\92_1_original.jpg,0
images\augmented\92_1_sobel.jpg,0
images\augmented\92_2_flip.jpg,0
images\augmented\92_2_flip3.jpg,0
images\augmented\92_2_flip4.jpg,0
images\augmented\92_2_gray.jpg,0
images\augmented\92_2_original.jpg,0
images\augmented\92_2_sobel.jpg,0
images\augmented\92_3_flip.jpg,0
images\augmented\92_3_flip3.jpg,0
images\augmented\92_3_flip4.jpg,0
images\augmented\92_3_gray.jpg,0
images\augmented\92_3_original.jpg,0
images\augmented\92_3_sobel.jpg,0
images\augmented\92_4_flip.jpg,0
images\augmented\92_4_flip3.jpg,0
images\augmented\92_4_flip4.jpg,0
images\augmented\92_4_gray.jpg,0
images\augmented\92_4_original.jpg,0
images\augmented\92_4_sobel.jpg,0
images\augmented\92_5_flip.jpg,0
images\augmented\92_5_flip3.jpg,0
images\augmented\92_5_flip4.jpg,0
images\augmented\92_5_gray.jpg,0
images\augmented\92_5_original.jpg,0
images\augmented\92_5_sobel.jpg,0
images\augmented\92_6_flip.jpg,0
images\augmented\92_6_flip3.jpg,0
images\augmented\92_6_flip4.jpg,0
images\augmented\92_6_gray.jpg,0
images\augmented\92_6_original.jpg,0
images\augmented\92_6_sobel.jpg,0
images\augmented\92_8_flip.jpg,0
images\augmented\92_8_flip3.jpg,0
images\augmented\92_8_flip4.jpg,0
images\augmented\92_8_gray.jpg,0
images\augmented\92_8_original.jpg,0
images\augmented\92_8_sobel.jpg,0
images\augmented\93_1_flip.jpg,0
images\augmented\93_1_flip3.jpg,0
images\augmented\93_1_flip4.jpg,0
images\augmented\93_1_gray.jpg,0
images\augmented\93_1_original.jpg,0
images\augmented\93_1_sobel.jpg,0
images\augmented\93_2_flip.jpg,0
images\augmented\93_2_flip3.jpg,0
images\augmented\93_2_flip4.jpg,0
images\augmented\93_2_gray.jpg,0
images\augmented\93_2_original.jpg,0
images\augmented\93_2_sobel.jpg,0
images\augmented\93_3_flip.jpg,0
images\augmented\93_3_flip3.jpg,0
images\augmented\93_3_flip4.jpg,0
images\augmented\93_3_gray.jpg,0
images\augmented\93_3_original.jpg,0
images\augmented\93_3_sobel.jpg,0
images\augmented\93_4_flip.jpg,0
images\augmented\93_4_flip3.jpg,0
images\augmented\93_4_flip4.jpg,0
images\augmented\93_4_gray.jpg,0
images\augmented\93_4_original.jpg,0
images\augmented\93_4_sobel.jpg,0
images\augmented\93_5_flip.jpg,0
images\augmented\93_5_flip3.jpg,0
images\augmented\93_5_flip4.jpg,0
images\augmented\93_5_gray.jpg,0
images\augmented\93_5_original.jpg,0
images\augmented\93_5_sobel.jpg,0
images\augmented\93_6_flip.jpg,0
images\augmented\93_6_flip3.jpg,0
images\augmented\93_6_flip4.jpg,0
images\augmented\93_6_gray.jpg,0
images\augmented\93_6_original.jpg,0
images\augmented\93_6_sobel.jpg,0
images\augmented\93_7_flip.jpg,0
images\augmented\93_7_flip3.jpg,0
images\augmented\93_7_flip4.jpg,0
images\augmented\93_7_gray.jpg,0
images\augmented\93_7_original.jpg,0
images\augmented\93_7_sobel.jpg,0
images\augmented\93_8_flip.jpg,0
images\augmented\93_8_flip3.jpg,0
images\augmented\93_8_flip4.jpg,0
images\augmented\93_8_gray.jpg,0
images\augmented\93_8_original.jpg,0
images\augmented\93_8_sobel.jpg,0
images\augmented\93_9_flip.jpg,0
images\augmented\93_9_flip3.jpg,0
images\augmented\93_9_flip4.jpg,0
images\augmented\93_9_gray.jpg,0
images\augmented\93_9_original.jpg,0
images\augmented\93_9_sobel.jpg,0
images\augmented\94_1_flip.jpg,0
images\augmented\94_1_flip3.jpg,0
images\augmented\94_1_flip4.jpg,0
images\augmented\94_1_gray.jpg,0
images\augmented\94_1_original.jpg,0
images\augmented\94_1_sobel.jpg,0
images\augmented\94_2_flip.jpg,0
images\augmented\94_2_flip3.jpg,0
images\augmented\94_2_flip4.jpg,0
images\augmented\94_2_gray.jpg,0
images\augmented\94_2_original.jpg,0
images\augmented\94_2_sobel.jpg,0
images\augmented\94_3_flip.jpg,0
images\augmented\94_3_flip3.jpg,0
images\augmented\94_3_flip4.jpg,0
images\augmented\94_3_gray.jpg,0
images\augmented\94_3_original.jpg,0
images\augmented\94_3_sobel.jpg,0
images\augmented\94_4_flip.jpg,0
images\augmented\94_4_flip3.jpg,0
images\augmented\94_4_flip4.jpg,0
images\augmented\94_4_gray.jpg,0
images\augmented\94_4_original.jpg,0
images\augmented\94_4_sobel.jpg,0
images\augmented\94_5_flip.jpg,0
images\augmented\94_5_flip3.jpg,0
images\augmented\94_5_flip4.jpg,0
images\augmented\94_5_gray.jpg,0
images\augmented\94_5_original.jpg,0
images\augmented\94_5_sobel.jpg,0
images\augmented\96_1_flip.jpg,0
images\augmented\96_1_flip3.jpg,0
images\augmented\96_1_flip4.jpg,0
images\augmented\96_1_gray.jpg,0
images\augmented\96_1_original.jpg,0
images\augmented\96_1_sobel.jpg,0
images\augmented\96_2_flip.jpg,0
images\augmented\96_2_flip3.jpg,0
images\augmented\96_2_flip4.jpg,0
images\augmented\96_2_gray.jpg,0
images\augmented\96_2_original.jpg,0
images\augmented\96_2_sobel.jpg,0
images\augmented\96_3_flip.jpg,0
images\augmented\96_3_flip3.jpg,0
images\augmented\96_3_flip4.jpg,0
images\augmented\96_3_gray.jpg,0
images\augmented\96_3_original.jpg,0
images\augmented\96_3_sobel.jpg,0
images\augmented\96_4_flip.jpg,0
images\augmented\96_4_flip3.jpg,0
images\augmented\96_4_flip4.jpg,0
images\augmented\96_4_gray.jpg,0
images\augmented\96_4_original.jpg,0
images\augmented\96_4_sobel.jpg,0
images\augmented\96_5_flip.jpg,0
images\augmented\96_5_flip3.jpg,0
images\augmented\96_5_flip4.jpg,0
images\augmented\96_5_gray.jpg,0
images\augmented\96_5_original.jpg,0
images\augmented\96_5_sobel.jpg,0
images\augmented\96_6_flip.jpg,0
images\augmented\96_6_flip3.jpg,0
images\augmented\96_6_flip4.jpg,0
images\augmented\96_6_gray.jpg,0
images\augmented\96_6_original.jpg,0
images\augmented\96_6_sobel.jpg,0
images\augmented\96_7_flip.jpg,0
images\augmented\96_7_flip3.jpg,0
images\augmented\96_7_flip4.jpg,0
images\augmented\96_7_gray.jpg,0
images\augmented\96_7_original.jpg,0
images\augmented\96_7_sobel.jpg,0
images\augmented\96_8_flip.jpg,0
images\augmented\96_8_flip3.jpg,0
images\augmented\96_8_flip4.jpg,0
images\augmented\96_8_gray.jpg,0
images\augmented\96_8_original.jpg,0
images\augmented\96_8_sobel.jpg,0
images\augmented\96_9_flip.jpg,0
images\augmented\96_9_flip3.jpg,0
images\augmented\96_9_flip4.jpg,0
images\augmented\96_9_gray.jpg,0
images\augmented\96_9_original.jpg,0
images\augmented\96_9_sobel.jpg,0
images\augmented\97_2_flip.jpg,0
images\augmented\97_2_flip3.jpg,0
images\augmented\97_2_flip4.jpg,0
images\augmented\97_2_gray.jpg,0
images\augmented\97_2_original.jpg,0
images\augmented\97_2_sobel.jpg,0
images\augmented\97_3_flip.jpg,0
images\augmented\97_3_flip3.jpg,0
images\augmented\97_3_flip4.jpg,0
images\augmented\97_3_gray.jpg,0
images\augmented\97_3_original.jpg,0
images\augmented\97_3_sobel.jpg,0
images\augmented\97_5_flip.jpg,0
images\augmented\97_5_flip3.jpg,0
images\augmented\97_5_flip4.jpg,0
images\augmented\97_5_gray.jpg,0
images\augmented\97_5_original.jpg,0
images\augmented\97_5_sobel.jpg,0
images\augmented\97_6_flip.jpg,0
images\augmented\97_6_flip3.jpg,0
images\augmented\97_6_flip4.jpg,0
images\augmented\97_6_gray.jpg,0
images\augmented\97_6_original.jpg,0
images\augmented\97_6_sobel.jpg,0
images\augmented\98_2_flip.jpg,0
images\augmented\98_2_flip3.jpg,0
images\augmented\98_2_flip4.jpg,0
images\augmented\98_2_gray.jpg,0
images\augmented\98_2_original.jpg,0
images\augmented\98_2_sobel.jpg,0
images\augmented\98_3_flip.jpg,0
images\augmented\98_3_flip3.jpg,0
images\augmented\98_3_flip4.jpg,0
images\augmented\98_3_gray.jpg,0
images\augmented\98_3_original.jpg,0
images\augmented\98_3_sobel.jpg,0
images\augmented\98_4_flip.jpg,0
images\augmented\98_4_flip3.jpg,0
images\augmented\98_4_flip4.jpg,0
images\augmented\98_4_gray.jpg,0
images\augmented\98_4_original.jpg,0
images\augmented\98_4_sobel.jpg,0
images\augmented\98_5_flip.jpg,0
images\augmented\98_5_flip3.jpg,0
images\augmented\98_5_flip4.jpg,0
images\augmented\98_5_gray.jpg,0
images\augmented\98_5_original.jpg,0
images\augmented\98_5_sobel.jpg,0
images\augmented\98_6_flip.jpg,0
images\augmented\98_6_flip3.jpg,0
images\augmented\98_6_flip4.jpg,0
images\augmented\98_6_gray.jpg,0
images\augmented\98_6_original.jpg,0
images\augmented\98_6_sobel.jpg,0
images\augmented\98_7_flip.jpg,0
images\augmented\98_7_flip3.jpg,0
images\augmented\98_7_flip4.jpg,0
images\augmented\98_7_gray.jpg,0
images\augmented\98_7_original.jpg,0
images\augmented\98_7_sobel.jpg,0
images\augmented\99_1_flip.jpg,0
images\augmented\99_1_flip3.jpg,0
images\augmented\99_1_flip4.jpg,0
images\augmented\99_1_gray.jpg,0
images\augmented\99_1_original.jpg,0
images\augmented\99_1_sobel.jpg,0
images\augmented\99_2_flip.jpg,0
images\augmented\99_2_flip3.jpg,0
images\augmented\99_2_flip4.jpg,0
images\augmented\99_2_gray.jpg,0
images\augmented\99_2_original.jpg,0
images\augmented\99_2_sobel.jpg,0
images\augmented\99_3_flip.jpg,0
images\augmented\99_3_flip3.jpg,0
images\augmented\99_3_flip4.jpg,0
images\augmented\99_3_gray.jpg,0
images\augmented\99_3_original.jpg,0
images\augmented\99_3_sobel.jpg,0
images\augmented\99_4_flip.jpg,0
images\augmented\99_4_flip3.jpg,0
images\augmented\99_4_flip4.jpg,0
images\augmented\99_4_gray.jpg,0
images\augmented\99_4_original.jpg,0
images\augmented\99_4_sobel.jpg,0
images\augmented\99_5_flip.jpg,0
images\augmented\99_5_flip3.jpg,0
images\augmented\99_5_flip4.jpg,0
images\augmented\99_5_gray.jpg,0
images\augmented\99_5_original.jpg,0
images\augmented\99_5_sobel.jpg,0
images\augmented\101_2_flip.jpg,0
images\augmented\101_2_flip3.jpg,0
images\augmented\101_2_flip4.jpg,0
images\augmented\101_2_gray.jpg,0
images\augmented\101_2_original.jpg,0
images\augmented\101_2_sobel.jpg,0
images\augmented\101_3_flip.jpg,0
images\augmented\101_3_flip3.jpg,0
images\augmented\101_3_flip4.jpg,0
images\augmented\101_3_gray.jpg,0
images\augmented\101_3_original.jpg,0
images\augmented\101_3_sobel.jpg,0
images\augmented\101_6_flip.jpg,0
images\augmented\101_6_flip3.jpg,0
images\augmented\101_6_flip4.jpg,0
images\augmented\101_6_gray.jpg,0
images\augmented\101_6_original.jpg,0
images\augmented\101_6_sobel.jpg,0
images\augmented\101_7_flip.jpg,0
images\augmented\101_7_flip3.jpg,0
images\augmented\101_7_flip4.jpg,0
images\augmented\101_7_gray.jpg,0
images\augmented\101_7_original.jpg,0
images\augmented\101_7_sobel.jpg,0
images\augmented\101_8_flip.jpg,0
images\augmented\101_8_flip3.jpg,0
images\augmented\101_8_flip4.jpg,0
images\augmented\101_8_gray.jpg,0
images\augmented\101_8_original.jpg,0
images\augmented\101_8_sobel.jpg,0
images\augmented\102_3_flip.jpg,0
images\augmented\102_3_flip3.jpg,0
images\augmented\102_3_flip4.jpg,0
images\augmented\102_3_gray.jpg,0
images\augmented\102_3_original.jpg,0
images\augmented\102_3_sobel.jpg,0
images\augmented\102_4_flip.jpg,0
images\augmented\102_4_flip3.jpg,0
images\augmented\102_4_flip4.jpg,0
images\augmented\102_4_gray.jpg,0
images\augmented\102_4_original.jpg,0
images\augmented\102_4_sobel.jpg,0
images\augmented\102_5_flip.jpg,0
images\augmented\102_5_flip3.jpg,0
images\augmented\102_5_flip4.jpg,0
images\augmented\102_5_gray.jpg,0
images\augmented\102_5_original.jpg,0
images\augmented\102_5_sobel.jpg,0
images\augmented\103_2_flip.jpg,0
images\augmented\103_2_flip3.jpg,0
images\augmented\103_2_flip4.jpg,0
images\augmented\103_2_gray.jpg,0
images\augmented\103_2_original.jpg,0
images\augmented\103_2_sobel.jpg,0
images\augmented\103_3_flip.jpg,0
images\augmented\103_3_flip3.jpg,0
images\augmented\103_3_flip4.jpg,0
images\augmented\103_3_gray.jpg,0
images\augmented\103_3_original.jpg,0
images\augmented\103_3_sobel.jpg,0
images\augmented\103_5_flip.jpg,0
images\augmented\103_5_flip3.jpg,0
images\augmented\103_5_flip4.jpg,0
images\augmented\103_5_gray.jpg,0
images\augmented\103_5_original.jpg,0
images\augmented\103_5_sobel.jpg,0
images\augmented\104_1_flip.jpg,0
images\augmented\104_1_flip3.jpg,0
images\augmented\104_1_flip4.jpg,0
images\augmented\104_1_gray.jpg,0
images\augmented\104_1_original.jpg,0
images\augmented\104_1_sobel.jpg,0
images\augmented\104_2_flip.jpg,0
images\augmented\104_2_flip3.jpg,0
images\augmented\104_2_flip4.jpg,0
images\augmented\104_2_gray.jpg,0
images\augmented\104_2_original.jpg,0
images\augmented\104_2_sobel.jpg,0
images\augmented\104_3_flip.jpg,0
images\augmented\104_3_flip3.jpg,0
images\augmented\104_3_flip4.jpg,0
images\augmented\104_3_gray.jpg,0
images\augmented\104_3_original.jpg,0
images\augmented\104_3_sobel.jpg,0
images\augmented\104_4_flip.jpg,0
images\augmented\104_4_flip3.jpg,0
images\augmented\104_4_flip4.jpg,0
images\augmented\104_4_gray.jpg,0
images\augmented\104_4_original.jpg,0
images\augmented\104_4_sobel.jpg,0
images\augmented\104_5_flip.jpg,0
images\augmented\104_5_flip3.jpg,0
images\augmented\104_5_flip4.jpg,0
images\augmented\104_5_gray.jpg,0
images\augmented\104_5_original.jpg,0
images\augmented\104_5_sobel.jpg,0
images\augmented\106_1_flip.jpg,0
images\augmented\106_1_flip3.jpg,0
images\augmented\106_1_flip4.jpg,0
images\augmented\106_1_gray.jpg,0
images\augmented\106_1_original.jpg,0
images\augmented\106_1_sobel.jpg,0
images\augmented\106_2_flip.jpg,0
images\augmented\106_2_flip3.jpg,0
images\augmented\106_2_flip4.jpg,0
images\augmented\106_2_gray.jpg,0
images\augmented\106_2_original.jpg,0
images\augmented\106_2_sobel.jpg,0
images\augmented\106_3_flip.jpg,0
images\augmented\106_3_flip3.jpg,0
images\augmented\106_3_flip4.jpg,0
images\augmented\106_3_gray.jpg,0
images\augmented\106_3_original.jpg,0
images\augmented\106_3_sobel.jpg,0
images\augmented\106_4_flip.jpg,0
images\augmented\106_4_flip3.jpg,0
images\augmented\106_4_flip4.jpg,0
images\augmented\106_4_gray.jpg,0
images\augmented\106_4_original.jpg,0
images\augmented\106_4_sobel.jpg,0
images\augmented\106_5_flip.jpg,0
images\augmented\106_5_flip3.jpg,0
images\augmented\106_5_flip4.jpg,0
images\augmented\106_5_gray.jpg,0
images\augmented\106_5_original.jpg,0
images\augmented\106_5_sobel.jpg,0
images\augmented\106_6_flip.jpg,0
images\augmented\106_6_flip3.jpg,0
images\augmented\106_6_flip4.jpg,0
images\augmented\106_6_gray.jpg,0
images\augmented\106_6_original.jpg,0
images\augmented\106_6_sobel.jpg,0
images\augmented\107_1_flip.jpg,0
images\augmented\107_1_flip3.jpg,0
images\augmented\107_1_flip4.jpg,0
images\augmented\107_1_gray.jpg,0
images\augmented\107_1_original.jpg,0
images\augmented\107_1_sobel.jpg,0
images\augmented\107_2_flip.jpg,0
images\augmented\107_2_flip3.jpg,0
images\augmented\107_2_flip4.jpg,0
images\augmented\107_2_gray.jpg,0
images\augmented\107_2_original.jpg,0
images\augmented\107_2_sobel.jpg,0
images\augmented\107_3_flip.jpg,0
images\augmented\107_3_flip3.jpg,0
images\augmented\107_3_flip4.jpg,0
images\augmented\107_3_gray.jpg,0
images\augmented\107_3_original.jpg,0
images\augmented\107_3_sobel.jpg,0
images\augmented\107_4_flip.jpg,0
images\augmented\107_4_flip3.jpg,0
images\augmented\107_4_flip4.jpg,0
images\augmented\107_4_gray.jpg,0
images\augmented\107_4_original.jpg,0
images\augmented\107_4_sobel.jpg,0
images\augmented\107_5_flip.jpg,0
images\augmented\107_5_flip3.jpg,0
images\augmented\107_5_flip4.jpg,0
images\augmented\107_5_gray.jpg,0
images\augmented\107_5_original.jpg,0
images\augmented\107_5_sobel.jpg,0
images\augmented\107_6_flip.jpg,0
images\augmented\107_6_flip3.jpg,0
images\augmented\107_6_flip4.jpg,0
images\augmented\107_6_gray.jpg,0
images\augmented\107_6_original.jpg,0
images\augmented\107_6_sobel.jpg,0
images\augmented\107_7_flip.jpg,0
images\augmented\107_7_flip3.jpg,0
images\augmented\107_7_flip4.jpg,0
images\augmented\107_7_gray.jpg,0
images\augmented\107_7_original.jpg,0
images\augmented\107_7_sobel.jpg,0
images\augmented\107_8_flip.jpg,0
images\augmented\107_8_flip3.jpg,0
images\augmented\107_8_flip4.jpg,0
images\augmented\107_8_gray.jpg,0
images\augmented\107_8_original.jpg,0
images\augmented\107_8_sobel.jpg,0
images\augmented\108_2_flip.jpg,0
images\augmented\108_2_flip3.jpg,0
images\augmented\108_2_flip4.jpg,0
images\augmented\108_2_gray.jpg,0
images\augmented\108_2_original.jpg,0
images\augmented\108_2_sobel.jpg,0
images\augmented\108_3_flip.jpg,0
images\augmented\108_3_flip3.jpg,0
images\augmented\108_3_flip4.jpg,0
images\augmented\108_3_gray.jpg,0
images\augmented\108_3_original.jpg,0
images\augmented\108_3_sobel.jpg,0
images\augmented\108_4_flip.jpg,0
images\augmented\108_4_flip3.jpg,0
images\augmented\108_4_flip4.jpg,0
images\augmented\108_4_gray.jpg,0
images\augmented\108_4_original.jpg,0
images\augmented\108_4_sobel.jpg,0
images\augmented\108_5_flip.jpg,0
images\augmented\108_5_flip3.jpg,0
images\augmented\108_5_flip4.jpg,0
images\augmented\108_5_gray.jpg,0
images\augmented\108_5_original.jpg,0
images\augmented\108_5_sobel.jpg,0
images\augmented\109_1_flip.jpg,0
images\augmented\109_1_flip3.jpg,0
images\augmented\109_1_flip4.jpg,0
images\augmented\109_1_gray.jpg,0
images\augmented\109_1_original.jpg,0
images\augmented\109_1_sobel.jpg,0
images\augmented\109_2_flip.jpg,0
images\augmented\109_2_flip3.jpg,0
images\augmented\109_2_flip4.jpg,0
images\augmented\109_2_gray.jpg,0
images\augmented\109_2_original.jpg,0
images\augmented\109_2_sobel.jpg,0
images\augmented\109_3_flip.jpg,0
images\augmented\109_3_flip3.jpg,0
images\augmented\109_3_flip4.jpg,0
images\augmented\109_3_gray.jpg,0
images\augmented\109_3_original.jpg,0
images\augmented\109_3_sobel.jpg,0
images\augmented\109_4_flip.jpg,0
images\augmented\109_4_flip3.jpg,0
images\augmented\109_4_flip4.jpg,0
images\augmented\109_4_gray.jpg,0
images\augmented\109_4_original.jpg,0
images\augmented\109_4_sobel.jpg,0
images\augmented\109_5_flip.jpg,0
images\augmented\109_5_flip3.jpg,0
images\augmented\109_5_flip4.jpg,0
images\augmented\109_5_gray.jpg,0
images\augmented\109_5_original.jpg,0
images\augmented\109_5_sobel.jpg,0
images\augmented\109_6_flip.jpg,0
images\augmented\109_6_flip3.jpg,0
images\augmented\109_6_flip4.jpg,0
images\augmented\109_6_gray.jpg,0
images\augmented\109_6_original.jpg,0
images\augmented\109_6_sobel.jpg,0
images\augmented\109_7_flip.jpg,0
images\augmented\109_7_flip3.jpg,0
images\augmented\109_7_flip4.jpg,0
images\augmented\109_7_gray.jpg,0
images\augmented\109_7_original.jpg,0
images\augmented\109_7_sobel.jpg,0
images\augmented\109_8_flip.jpg,0
images\augmented\109_8_flip3.jpg,0
images\augmented\109_8_flip4.jpg,0
images\augmented\109_8_gray.jpg,0
images\augmented\109_8_original.jpg,0
images\augmented\109_8_sobel.jpg,0
images\augmented\111_1_flip.jpg,0
images\augmented\111_1_flip3.jpg,0
images\augmented\111_1_flip4.jpg,0
images\augmented\111_1_gray.jpg,0
images\augmented\111_1_original.jpg,0
images\augmented\111_1_sobel.jpg,0
images\augmented\111_2_flip.jpg,0
images\augmented\111_2_flip3.jpg,0
images\augmented\111_2_flip4.jpg,0
images\augmented\111_2_gray.jpg,0
images\augmented\111_2_original.jpg,0
images\augmented\111_2_sobel.jpg,0
images\augmented\111_3_flip.jpg,0
images\augmented\111_3_flip3.jpg,0
images\augmented\111_3_flip4.jpg,0
images\augmented\111_3_gray.jpg,0
images\augmented\111_3_original.jpg,0
images\augmented\111_3_sobel.jpg,0
images\augmented\111_4_flip.jpg,0
images\augmented\111_4_flip3.jpg,0
images\augmented\111_4_flip4.jpg,0
images\augmented\111_4_gray.jpg,0
images\augmented\111_4_original.jpg,0
images\augmented\111_4_sobel.jpg,0
images\augmented\111_5_flip.jpg,0
images\augmented\111_5_flip3.jpg,0
images\augmented\111_5_flip4.jpg,0
images\augmented\111_5_gray.jpg,0
images\augmented\111_5_original.jpg,0
images\augmented\111_5_sobel.jpg,0
images\augmented\111_6_flip.jpg,0
images\augmented\111_6_flip3.jpg,0
images\augmented\111_6_flip4.jpg,0
images\augmented\111_6_gray.jpg,0
images\augmented\111_6_original.jpg,0
images\augmented\111_6_sobel.jpg,0
images\augmented\111_7_flip.jpg,0
images\augmented\111_7_flip3.jpg,0
images\augmented\111_7_flip4.jpg,0
images\augmented\111_7_gray.jpg,0
images\augmented\111_7_original.jpg,0
images\augmented\111_7_sobel.jpg,0
images\augmented\111_8_flip.jpg,0
images\augmented\111_8_flip3.jpg,0
images\augmented\111_8_flip4.jpg,0
images\augmented\111_8_gray.jpg,0
images\augmented\111_8_original.jpg,0
images\augmented\111_8_sobel.jpg,0
images\augmented\111_9_flip.jpg,0
images\augmented\111_9_flip3.jpg,0
images\augmented\111_9_flip4.jpg,0
images\augmented\111_9_gray.jpg,0
images\augmented\111_9_original.jpg,0
images\augmented\111_9_sobel.jpg,0
images\augmented\112_1_flip.jpg,0
images\augmented\112_1_flip3.jpg,0
images\augmented\112_1_flip4.jpg,0
images\augmented\112_1_gray.jpg,0
images\augmented\112_1_original.jpg,0
images\augmented\112_1_sobel.jpg,0
images\augmented\112_2_flip.jpg,0
images\augmented\112_2_flip3.jpg,0
images\augmented\112_2_flip4.jpg,0
images\augmented\112_2_gray.jpg,0
images\augmented\112_2_original.jpg,0
images\augmented\112_2_sobel.jpg,0
images\augmented\112_3_flip.jpg,0
images\augmented\112_3_flip3.jpg,0
images\augmented\112_3_flip4.jpg,0
images\augmented\112_3_gray.jpg,0
images\augmented\112_3_original.jpg,0
images\augmented\112_3_sobel.jpg,0
images\augmented\112_4_flip.jpg,0
images\augmented\112_4_flip3.jpg,0
images\augmented\112_4_flip4.jpg,0
images\augmented\112_4_gray.jpg,0
images\augmented\112_4_original.jpg,0
images\augmented\112_4_sobel.jpg,0
images\augmented\112_5_flip.jpg,0
images\augmented\112_5_flip3.jpg,0
images\augmented\112_5_flip4.jpg,0
images\augmented\112_5_gray.jpg,0
images\augmented\112_5_original.jpg,0
images\augmented\112_5_sobel.jpg,0
images\augmented\112_6_flip.jpg,0
images\augmented\112_6_flip3.jpg,0
images\augmented\112_6_flip4.jpg,0
images\augmented\112_6_gray.jpg,0
images\augmented\112_6_original.jpg,0
images\augmented\112_6_sobel.jpg,0
images\augmented\112_7_flip.jpg,0
images\augmented\112_7_flip3.jpg,0
images\augmented\112_7_flip4.jpg,0
images\augmented\112_7_gray.jpg,0
images\augmented\112_7_original.jpg,0
images\augmented\112_7_sobel.jpg,0
images\augmented\113_1_flip.jpg,0
images\augmented\113_1_flip3.jpg,0
images\augmented\113_1_flip4.jpg,0
images\augmented\113_1_gray.jpg,0
images\augmented\113_1_original.jpg,0
images\augmented\113_1_sobel.jpg,0
images\augmented\113_2_flip.jpg,0
images\augmented\113_2_flip3.jpg,0
images\augmented\113_2_flip4.jpg,0
images\augmented\113_2_gray.jpg,0
images\augmented\113_2_original.jpg,0
images\augmented\113_2_sobel.jpg,0
images\augmented\113_3_flip.jpg,0
images\augmented\113_3_flip3.jpg,0
images\augmented\113_3_flip4.jpg,0
images\augmented\113_3_gray.jpg,0
images\augmented\113_3_original.jpg,0
images\augmented\113_3_sobel.jpg,0
images\augmented\113_4_flip.jpg,0
images\augmented\113_4_flip3.jpg,0
images\augmented\113_4_flip4.jpg,0
images\augmented\113_4_gray.jpg,0
images\augmented\113_4_original.jpg,0
